lactkey,Farm,Breed,CalveDate,CalveMonth,Parity,Scale,Ramp,Offset,Decay,points,RMSE,M305,PeakDay,PeakMilk,dim1,milk1,dim2,milk2,dim3,milk3,dim4,milk4,dim5,milk5,dim6,milk6,dim7,milk7,dim8,milk8,dim9,milk9,dim10,milk10
2238462,A, J, 2006-03-28,3, 1, 29.6, 30.7, -0.5, 0.0021, 7, 2.7, 6192, 63.6, 24.23, 37, 21.8, 73, 26.3, 106, 25.4, 140, 21.3, 177, 20.9, 253, 11.3, 304, 17.7 ,,,,,,
2238473,B, J, 2005-03-25,3, 6, 40.2, 24.9, 0, 0.0026, 10, 2.5, 7958, 52.3, 32.91, 14, 29.1, 47, 30, 75, 33.6, 105, 33.6, 138, 26.3, 173, 24.1, 203, 23.6, 236, 16.8, 268, 22.7, 299, 20 
2238479,B, J, 2005-02-11,2, 8, 44.1, 27.6, 0, 0.0028, 9, 1.4, 8448, 53.6, 35.19, 22, 30, 56, 37.7, 89, 32.7, 117, 32.7, 147, 30, 180, 24.5, 215, 23.6, 245, 21.8, 278, 20.9 ,,
2238493,B, J, 2005-07-15,7, 4, 24.4, 33.6, 0, 0.0008, 9, 3.1, 6235, 100.7, 22.08, 14, 14.1, 47, 15, 84, 20, 118, 17.7, 154, 23.6, 188, 21.8, 223, 25, 259, 20.4, 293, 21.8 ,,
2238495,B, J, 2005-05-24,5, 2, 33.9, 22.5, -0.8, 0.0013, 8, 3, 8141, 63.5, 30.3, 31, 33.6, 66, 25, 99, 27.7, 136, 28.6, 170, 26.3, 206, 25.9, 240, 28.6, 275, 22.7 ,,,,
2238500,B, J, 2005-06-17,6, 2, 37.7, 22.5, -0.8, 0.0015, 9, 2.6, 8867, 61.3, 33.4, 7, 27.7, 42, 33.1, 75, 29.5, 112, 33.6, 146, 28.1, 182, 27.7, 216, 25, 251, 27.7, 287, 28.6 ,,
2238544,B, J, 2005-06-23,6, 2, 31, 23.3, -0.8, 0.0007, 8, 2.5, 8167, 79.7, 28.9, 36, 22.7, 69, 25.9, 106, 30.9, 140, 30.4, 176, 27.7, 210, 27.7, 245, 24.1, 281, 27.7 ,,,,
2238556,B, J, 2005-04-23,4, 3, 37.6, 16.1, 0, 0.0025, 8, 3.5, 7687, 41, 32.58, 12, 33.6, 62, 35.9, 97, 30.4, 130, 26.8, 167, 22.2, 201, 26.3, 237, 18.2, 271, 14.5 ,,,,
2238559,B, J, 2005-04-07,4, 3, 35.5, 22.9, 0, 0.0016, 8, 1.8, 8113, 60.3, 31, 28, 30.4, 78, 30.9, 113, 27.7, 146, 26.8, 183, 23.6, 217, 26.3, 253, 26.8, 287, 22.7 ,,,,
2238576,B, J, 2005-03-23,3, 3, 40.1, 25.1, 0, 0.0021, 10, 2.1, 8507, 57.6, 33.68, 16, 30.4, 49, 33.6, 77, 29.5, 107, 33.6, 140, 29.5, 175, 28.6, 205, 23.2, 238, 27.2, 270, 24.5, 301, 20 
2238591,B, J, 2005-07-04,7, 3, 37.6, 35.9, 0, 0.0025, 9, 3.7, 7358, 64.4, 29.3, 37, 25.9, 72, 27.7, 102, 26.8, 135, 16.8, 167, 25, 198, 24.1, 234, 22.7, 261, 23.2, 296, 19.5 ,,
2238600,B, J, 2005-01-25,1, 2, 33.9, 22.8, -0.8, 0.0018, 10, 1.5, 7573, 57, 29.39, 10, 22.7, 39, 27.7, 73, 30.4, 106, 28.1, 134, 24.5, 164, 27.2, 197, 20.9, 232, 22.7, 262, 21.8, 295, 20.9 
2238605,B, J, 2005-05-13,5, 2, 29.1, 22.7, -0.8, 0.0024, 8, 2.6, 5968, 50.5, 24.44, 42, 25.9, 77, 23.6, 110, 21.8, 147, 15, 181, 22.2, 217, 20, 251, 15.9, 286, 13.2 ,,,,
2238611,B, J, 2005-06-11,6, 2, 30, 22.6, -0.8, 0.0014, 9, 2.6, 7123, 62.4, 26.69, 27, 27.7, 60, 24.5, 95, 20, 125, 26.8, 158, 26.3, 190, 24.5, 221, 22.7, 257, 21.3, 284, 19.1 ,,
2238614,B, J, 2005-06-11,6, 2, 32.6, 22.6, -0.8, 0.0015, 9, 2.2, 7594, 60.6, 28.73, 27, 29.1, 60, 29.1, 95, 25.4, 125, 22.7, 158, 25.4, 190, 27.2, 221, 23.6, 257, 21.3, 284, 23.2 ,,
2238637,A, J, 2005-08-29,8, 1, 24, 30.4, -0.5, 0.0022, 9, 1.1, 4987, 62.7, 19.6, 16, 18.6, 46, 19.1, 79, 18.6, 111, 19.1, 142, 17.7, 178, 15.9, 205, 16.3, 240, 12.7, 277, 11.8 ,,
2238640,B, J, 2005-07-15,7, 2, 34.2, 22.5, -0.8, 0.0017, 9, 3.7, 7788, 58.1, 29.91, 14, 28.6, 47, 27.7, 84, 29.5, 118, 28.6, 154, 21.8, 188, 19.5, 223, 26.8, 259, 28.6, 293, 19.5 ,,
2238643,B, J, 2005-07-11,7, 2, 31.3, 23, -0.8, 0.0014, 9, 2.9, 7445, 63.5, 27.81, 18, 22.7, 51, 25, 88, 29.5, 122, 26.3, 158, 24.1, 192, 28.6, 227, 20.4, 263, 25.9, 297, 16.8 ,,
2238645,A, J, 2005-09-04,9, 1, 31.2, 29.9, -0.5, 0.0018, 9, 3.2, 6853, 67.6, 26.16, 10, 26.3, 40, 25.9, 73, 24.1, 105, 25.4, 136, 18.6, 172, 20.9, 199, 23.2, 234, 21.8, 271, 21.3 ,,
2238647,A, J, 2005-11-13,11, 1, 30.3, 29.9, -0.5, 0.0023, 8, 1.8, 6228, 61, 24.68, 35, 27.2, 66, 25.9, 102, 21.8, 129, 23.2, 164, 18.6, 201, 19.5, 236, 15.9, 278, 16.8 ,,,,
2238650,A, J, 2006-02-16,2, 1, 30.7, 30.3, -0.5, 0.0015, 9, 1.4, 7060, 73.7, 26.29, 7, 20, 34, 26.3, 69, 25.9, 106, 25.4, 141, 21.8, 183, 23.6, 216, 23.6, 253, 20.4, 287, 20.9 ,,
2238655,A, J, 2005-10-31,10, 1, 31.1, 29.9, -0.5, 0.002, 9, 2.1, 6618, 64.4, 25.7, 16, 22.7, 48, 29.1, 79, 25.9, 115, 20.9, 142, 20.4, 177, 21.8, 214, 20.4, 249, 18.2, 291, 19.1 ,,
2238658,A, J, 2006-02-16,2, 1, 30.2, 30.4, -0.5, 0.0022, 9, 2.1, 6301, 63.2, 24.69, 7, 19.1, 34, 24.5, 69, 22.2, 106, 28.1, 141, 19.1, 183, 20.4, 216, 18.6, 253, 15.9, 287, 16.3 ,,
2238662,A, J, 2005-11-09,11, 1, 31.8, 30, -0.5, 0.0016, 9, 2.3, 7214, 71.1, 27.11, 7, 19.5, 39, 30, 70, 27.2, 106, 24.5, 133, 22.7, 168, 21.3, 205, 23.2, 240, 22.2, 282, 23.2 ,,
2238665,A, J, 2006-04-06,4, 1, 29.5, 29.9, -0.5, 0.0016, 9, 3.7, 6650, 70.4, 25.06, 20, 25.4, 57, 25.4, 92, 23.6, 134, 25, 167, 13.2, 204, 23.6, 238, 22.7, 271, 18.6, 304, 19.1 ,,
2238670,A, J, 2006-04-08,4, 1, 29.1, 30.4, -0.5, 0.0012, 9, 4.2, 6992, 80.5, 25.48, 18, 22.7, 55, 25.9, 90, 21.8, 132, 22.7, 165, 22.2, 202, 33.6, 236, 18.2, 269, 18.6, 302, 20 ,,
2238677,B, J, 2005-05-05,5, 2, 32.7, 22.6, -0.8, 0.002, 8, 3.1, 7094, 54.4, 28.02, 50, 31.8, 85, 23.2, 118, 22.7, 155, 21.8, 189, 27.7, 225, 22.2, 259, 18.2, 294, 17.7 ,,,,
2238680,A, J, 2006-09-16,9, 1, 27.1, 30.9, -0.5, 0.0012, 7, 1, 6498, 80.9, 23.68, 41, 22.2, 75, 23.6, 108, 22.2, 141, 23.6, 172, 23.6, 234, 19.1, 270, 20.4 ,,,,,,
2238686,A, J, 2006-10-25,10, 1, 20.9, 30.7, -0.5, 0.0007, 7, 1.4, 5447, 98, 19.21, 36, 18.2, 69, 19.5, 102, 17.3, 133, 17.3, 195, 18.2, 231, 18.6, 272, 19.5 ,,,,,,
2238700,B, J, 2005-03-06,3, 4, 44.7, 23.3, 0, 0.0024, 8, 3.3, 9189, 52.7, 37.37, 25, 33.1, 60, 42.2, 110, 36.3, 145, 26.3, 178, 25.9, 215, 25.9, 249, 26.8, 285, 25.9 ,,,,
2238702,B, J, 2005-07-02,7, 4, 37.6, 31.8, 0, 0.0018, 8, 2.4, 8254, 70.8, 31.36, 27, 26.8, 60, 28.6, 97, 31.8, 131, 30.9, 167, 33.1, 201, 25.9, 236, 22.2, 272, 21.8 ,,,,
2238708,B, J, 2005-02-26,2, 4, 41.2, 28.4, 0, 0.0016, 8, 4.4, 9402, 69.9, 35.34, 33, 30, 68, 39.5, 118, 36.3, 153, 30.9, 186, 23.6, 223, 33.6, 257, 23.2, 293, 31.8 ,,,,
2238718,B, J, 2005-01-12,1, 2, 38.5, 23, -0.8, 0.0021, 8, 3.6, 8189, 53.5, 32.71, 43, 30.9, 78, 28.1, 113, 32.2, 163, 34.5, 198, 27.7, 231, 21.8, 268, 18.2, 302, 18.2 ,,,,
2238720,B, J, 2005-02-12,2, 3, 38.5, 26.3, 0, 0.0026, 8, 2.1, 7635, 54.3, 31.33, 12, 25.4, 47, 30.9, 82, 30.4, 132, 31.8, 167, 21.8, 200, 21.8, 237, 22.7, 271, 18.2 ,,,,
2238727,A, J, 2005-12-04,12, 1, 35.2, 30.6, -0.5, 0.0015, 10, 1.8, 8093, 73.9, 30.15, 10, 23.6, 40, 28.1, 72, 30.4, 103, 29.5, 130, 29.5, 163, 27.2, 198, 26.8, 227, 20.4, 258, 26.8, 289, 23.2 
2238735,B, J, 2005-07-02,7, 3, 32.6, 22.2, 0, 0.0019, 8, 2.6, 7153, 55.5, 28.09, 27, 28.6, 60, 27.7, 97, 23.6, 131, 25.4, 167, 23.6, 201, 24.1, 236, 16.8, 272, 23.6 ,,,,
2238743,B, J, 2005-03-20,3, 3, 33.1, 25.8, 0, 0.0016, 9, 1.6, 7534, 65.1, 28.58, 11, 20.4, 46, 30.4, 96, 27.2, 131, 26.8, 164, 22.7, 201, 23.6, 235, 24.1, 271, 23.6, 305, 20 ,,
2238748,B, J, 2005-06-23,6, 3, 40.2, 24.7, 0, 0.0026, 8, 3.3, 8025, 52.6, 33.05, 36, 32.2, 69, 33.6, 106, 28.6, 140, 31.3, 176, 23.6, 210, 18.2, 245, 27.7, 281, 17.7 ,,,,
2238750,B, J, 2005-05-09,5, 3, 24.6, 31.8, 0, 0.0016, 8, 4.1, 5526, 73.8, 20.73, 46, 12.7, 81, 25, 114, 21.3, 151, 22.2, 185, 22.2, 221, 11.8, 255, 15, 290, 15.9 ,,,,
2238752,B, J, 2005-01-25,1, 2, 37.6, 22.7, -0.8, 0.0024, 8, 2.6, 7737, 50.9, 31.58, 30, 31.3, 65, 29.1, 100, 33.6, 150, 26.8, 185, 20, 218, 20, 255, 21.8, 289, 21.3 ,,,,
2238754,B, J, 2005-01-22,1, 3, 33.9, 24.3, 0, 0.0029, 8, 2.6, 6486, 49.5, 27.49, 33, 25.9, 68, 30, 103, 26.3, 153, 15.4, 188, 20, 221, 18.6, 258, 17.7, 292, 14.5 ,,,,
2238757,B, J, 2005-04-16,4, 3, 36.7, 27.7, 0, 0.0039, 8, 4, 6073, 45.3, 27.75, 19, 21.8, 69, 31.8, 104, 27.7, 137, 22.2, 174, 10.4, 208, 17.3, 244, 15.9, 278, 10.4 ,,,,
2238762,B, J, 2005-01-25,1, 3, 38.7, 20.6, 0, 0.0041, 8, 2.5, 6390, 38.5, 30.57, 30, 32.2, 65, 26.3, 100, 30.4, 150, 19.5, 185, 15, 218, 15.9, 255, 11.8, 289, 13.2 ,,,,
2238766,B, J, 2005-02-05,2, 3, 28.4, 29.1, 0, 0.0026, 8, 2.4, 5605, 57.4, 22.79, 19, 18.6, 54, 21.3, 89, 22.7, 139, 20.9, 174, 20.9, 207, 19.5, 244, 14.1, 278, 9.1 ,,,,
2238770,B, J, 2005-02-07,2, 3, 34.1, 29.6, 0, 0.0023, 8, 2.8, 7025, 61.4, 27.83, 17, 18.6, 52, 29.5, 87, 31.8, 137, 21.8, 172, 24.1, 205, 22.7, 242, 17.7, 276, 18.2 ,,,,
2238776,B, J, 2005-01-22,1, 3, 38.1, 26.2, 0, 0.0024, 8, 2.8, 7707, 55.6, 31.25, 33, 30.4, 68, 30, 103, 29.1, 153, 31.8, 188, 21.8, 221, 17.7, 258, 22.2, 292, 19.1 ,,,,
2238780,B, J, 2005-07-06,7, 3, 31.9, 34.4, 0, 0.0008, 9, 4.9, 8111, 101.5, 28.74, 23, 18.6, 56, 20, 93, 20.9, 127, 25.9, 163, 25.9, 197, 29.5, 232, 27.7, 268, 32.7, 302, 28.6 ,,
2238794,B, J, 2005-06-15,6, 3, 31.2, 16.1, 0, 0.0022, 9, 3.3, 6656, 43.1, 27.36, 9, 27.7, 44, 25, 77, 20.9, 114, 20.4, 148, 21.3, 184, 20.9, 218, 18.6, 253, 21.8, 289, 15.9 ,,
2238797,B, J, 2005-02-01,2, 2, 42.5, 22.5, -0.8, 0.0024, 8, 2.1, 8730, 50.4, 35.73, 23, 35.9, 58, 34, 93, 34, 143, 30.4, 178, 25.9, 211, 22.2, 248, 25.9, 282, 23.6 ,,,,
2238803,B, J, 2005-02-05,2, 2, 25.2, 22.9, -0.8, 0.0006, 8, 1.9, 6694, 80, 23.63, 19, 20, 54, 22.7, 89, 22.7, 139, 20.4, 174, 23.2, 207, 22.7, 244, 25.9, 278, 20.4 ,,,,
2238839,B, J, 2005-06-17,6, 2, 29.8, 22.8, -0.8, 0.001, 9, 2.1, 7441, 69.3, 27.06, 7, 19.5, 42, 25.9, 75, 25.9, 112, 27.7, 146, 27.7, 182, 22.2, 216, 20.9, 251, 22.7, 287, 26.3 ,,
2238847,B, J, 2005-06-23,6, 2, 37.3, 23.1, -0.8, 0.0006, 8, 5.3, 9993, 83.4, 35.09, 36, 30.4, 69, 35.9, 106, 26.8, 140, 36.3, 176, 36.8, 210, 27.2, 245, 29.5, 281, 41.8 ,,,,
2238885,A, J, 2005-10-26,10, 1, 28.1, 31.4, -0.5, 0.002, 7, 4.8, 5996, 66.7, 23.14, 36, 15.4, 70, 25, 106, 29.1, 139, 20.4, 173, 25, 210, 17.3, 286, 9.5 ,,,,,,
2238906,A, J, 2006-03-28,3, 1, 28.4, 30.7, -0.5, 0.002, 7, 5.5, 6080, 65.9, 23.49, 37, 21.8, 73, 22.2, 106, 27.2, 140, 18.6, 177, 25.9, 253, 5.9, 304, 20 ,,,,,,
2238930,B, J, 2005-02-14,2, 3, 39.7, 19.8, 0, 0.0032, 9, 3, 7387, 42.4, 32.66, 19, 31.3, 53, 32.2, 86, 28.6, 114, 26.8, 144, 28.1, 177, 23.6, 212, 23.2, 242, 20.9, 275, 9.5 ,,
2238939,B, J, 2005-06-21,6, 4, 37.6, 16.1, 0, 0.0025, 8, 7.1, 7687, 41, 32.58, 38, 49.5, 71, 25.9, 108, 23.6, 142, 23.2, 178, 18.6, 212, 20.9, 247, 22.7, 283, 22.7 ,,,,
2238943,B, J, 2005-03-18,3, 2, 34.7, 22.5, -0.8, 0.0031, 8, 4.8, 6526, 45.3, 28.31, 13, 22.2, 48, 35.9, 98, 24.1, 133, 20, 166, 15.9, 203, 16.8, 237, 14.5, 273, 23.6 ,,,,
2238967,B, J, 2005-07-09,7, 2, 27.4, 22.8, -0.8, 0.0005, 9, 3, 7414, 84.6, 25.94, 20, 21.8, 53, 23.6, 90, 23.6, 124, 23.2, 160, 22.7, 194, 21.8, 229, 21.8, 265, 29.5, 299, 27.2 ,,
2238980,B, J, 2005-04-04,4, 2, 36, 22.8, -0.8, 0.0012, 8, 1.8, 8805, 66.2, 32.43, 31, 30.4, 81, 32.7, 116, 27.7, 149, 33.1, 186, 29.1, 220, 26.8, 256, 28.1, 290, 25.9 ,,,,
2238985,B, J, 2005-05-10,5, 2, 30.7, 22.7, -0.8, 0.002, 8, 2.3, 6647, 54.4, 26.27, 45, 27.7, 80, 25.9, 113, 22.7, 150, 18.2, 184, 22.2, 220, 22.7, 254, 20.9, 289, 15.9 ,,,,
2239009,B, J, 2005-06-16,6, 2, 33.6, 23, -0.8, 0.0012, 9, 2.1, 8216, 66.9, 30.22, 8, 18.6, 43, 27.7, 76, 33.6, 113, 27.7, 147, 30.4, 183, 28.1, 217, 26.3, 252, 23.2, 288, 23.6 ,,
2239012,B, J, 2005-01-30,1, 2, 35.4, 22.7, -0.8, 0.0025, 8, 5.5, 7147, 49.7, 29.53, 25, 28.6, 60, 26.8, 95, 29.1, 145, 34.5, 180, 12.3, 213, 17.7, 250, 18.2, 284, 21.3 ,,,,
2239035,B, J, 2005-04-23,4, 2, 33.3, 22.4, -0.8, 0.0025, 8, 4.4, 6770, 49.5, 27.92, 12, 28.1, 62, 27.7, 97, 17.7, 130, 22.2, 167, 27.7, 201, 22.2, 237, 15, 271, 19.5 ,,,,
2239038,B, J, 2005-06-08,6, 2, 30.8, 22.4, -0.8, 0.0019, 9, 3.1, 6769, 55.2, 26.53, 16, 28.6, 51, 22.7, 84, 26.3, 121, 20.4, 155, 23.6, 191, 21.8, 225, 17.3, 260, 21.3, 296, 20 ,,
2239076,A, J, 2005-09-06,9, 1, 20.7, 30.3, -0.5, 0.0014, 8, 2.1, 4853, 76.6, 17.89, 31, 18.2, 65, 19.5, 101, 16.8, 135, 14.1, 170, 14.1, 206, 15.9, 240, 14.1, 276, 17.7 ,,,,
2239114,A, J, 2005-10-06,10, 1, 23, 30.7, -0.5, 0.0009, 8, 1.1, 5803, 90.5, 20.69, 35, 18.6, 71, 21.8, 105, 20, 140, 17.7, 176, 20, 210, 20, 246, 18.6, 279, 19.1 ,,,,
2239116,A, J, 2005-09-19,9, 1, 30.3, 29.7, -0.5, 0.0023, 9, 2.8, 6202, 60.5, 24.64, 18, 26.3, 52, 23.2, 88, 25.9, 122, 21.3, 157, 20, 193, 14.5, 227, 15.4, 263, 18.6, 296, 16.8 ,,
2239127,A, J, 2005-09-29,9, 1, 12.8, 31, -0.5, 0.0004, 9, 1.6, 3489, 116, 12.13, 8, 10, 42, 8.2, 78, 9.5, 112, 12.3, 147, 11.8, 183, 13.2, 217, 12.3, 253, 11.8, 286, 13.2 ,,
2239128,A, J, 2005-08-22,8, 1, 23.3, 31.9, -0.5, 0.0003, 9, 4.5, 6423, 129, 22.26, 9, 20, 46, 8.6, 80, 24.1, 116, 21.8, 150, 21.8, 185, 23.6, 221, 23.6, 255, 23.6, 291, 21.8 ,,
2239137,A, J, 2006-01-21,1, 1, 33, 30.6, -0.5, 0.0023, 7, 3.1, 6738, 61.4, 26.74, 33, 25.9, 69, 24.1, 103, 29.5, 139, 25, 172, 23.6, 206, 20.9, 243, 12.3 ,,,,,,
2239149,A, J, 2005-08-10,8, 1, 22.1, 31.1, -0.5, 0.0003, 9, 3.8, 6126, 127.7, 21.21, 21, 14.1, 58, 21.8, 92, 20.4, 128, 22.2, 162, 20, 197, 21.3, 233, 15, 267, 20, 303, 29.5 ,,
2239151,A, J, 2005-08-14,8, 1, 26.5, 30.2, -0.5, 0.0014, 9, 2.8, 6142, 74.3, 22.8, 17, 23.2, 54, 21.8, 88, 21.8, 124, 20.4, 158, 19.5, 193, 15.4, 229, 18.6, 263, 22.7, 299, 18.6 ,,
2239161,A, J, 2005-10-04,10, 1, 19.9, 30.6, -0.5, 0.0015, 8, 1.1, 4551, 73.3, 16.99, 37, 17.3, 73, 15.9, 107, 18.2, 142, 15, 178, 14.1, 212, 14.5, 248, 12.7, 281, 14.1 ,,,,
2239167,A, J, 2005-09-29,9, 1, 20.9, 30.1, -0.5, 0.0021, 9, 3, 4420, 63.9, 17.22, 8, 17.7, 42, 20.4, 78, 14.5, 112, 11.8, 147, 14.1, 183, 12.3, 217, 12.7, 253, 15, 286, 13.2 ,,
2239168,A, H, 2005-09-13,9, 1, 24.5, 30.1, -0.5, 0.0007, 9, 3.5, 6399, 97.2, 22.55, 24, 20, 58, 23.2, 94, 20.4, 128, 21.8, 163, 17.3, 199, 20.9, 233, 26.3, 269, 25.9, 302, 15 ,,
2239170,A, J, 2006-02-25,2, 1, 28.7, 30.2, -0.5, 0.002, 7, 3.6, 6100, 64.6, 23.69, 34, 27.7, 68, 18.6, 104, 23.6, 137, 25.4, 171, 15.9, 208, 17.7, 284, 17.3 ,,,,,,
2239175,A, H, 2006-01-21,1, 1, 36.2, 31.3, -0.5, 0.0022, 7, 2.3, 7517, 63.7, 29.49, 33, 25.9, 69, 30.9, 103, 28.6, 139, 30.4, 172, 25.9, 206, 21.8, 243, 17.7 ,,,,,,
2239177,A, J, 2005-11-04,11, 1, 25.1, 30.8, -0.5, 0.0009, 9, 2.4, 6278, 88.2, 22.49, 6, 11.8, 42, 22.7, 76, 21.8, 111, 22.7, 147, 18.6, 181, 23.6, 217, 23.6, 250, 21.3, 284, 15.9 ,,
2239179,A, J, 2006-01-23,1, 1, 28.4, 30.3, -0.5, 0.0024, 7, 2.5, 5749, 60.4, 22.93, 31, 22.7, 67, 23.6, 101, 25.4, 137, 20, 170, 13.6, 204, 15.9, 241, 15.9 ,,,,,,
2239181,A, J, 2006-06-02,6, 1, 25.6, 30.3, -0.5, 0.0003, 7, 4.4, 7108, 124.9, 24.6, 7, 16.8, 40, 28.1, 74, 18.2, 111, 21.8, 187, 20, 238, 29.1, 285, 26.8 ,,,,,,
2239184,A, J, 2006-01-30,1, 1, 32.2, 30.4, -0.5, 0.0011, 7, 2.9, 7810, 81.6, 28.37, 24, 26.8, 60, 28.6, 94, 23.6, 130, 25.9, 163, 31.3, 197, 23.6, 234, 25.9 ,,,,,,
2239186,A, J, 2005-10-29,10, 1, 20.6, 31.2, -0.5, 0.0007, 9, 2.2, 5306, 96.2, 18.78, 12, 8.2, 48, 18.2, 82, 19.5, 117, 20, 153, 20, 187, 18.2, 223, 18.2, 256, 18.2, 290, 14.1 ,,
2239189,A, J, 2005-11-22,11, 1, 25.3, 31.4, -0.5, 0.0007, 9, 2.4, 6589, 99.9, 23.21, 24, 16.8, 58, 21.8, 93, 21.3, 129, 21.8, 163, 25.9, 199, 25.9, 232, 24.1, 266, 20, 303, 17.7 ,,
2239194,A, J, 2005-11-07,11, 1, 23.8, 30.1, -0.5, 0.0021, 8, 2.2, 5000, 63.2, 19.57, 39, 23.6, 73, 20, 108, 15.9, 144, 15.9, 178, 14.1, 214, 15, 247, 15, 281, 14.1 ,,,,
2239196,A, J, 2005-12-27,12, 1, 26.8, 31.3, -0.5, 0.0003, 8, 2.3, 7417, 127.2, 25.69, 23, 20, 58, 23.6, 94, 22.7, 128, 25.9, 164, 24.1, 197, 30, 231, 23.6, 268, 27.7 ,,,,
2239198,A, J, 2006-03-22,3, 1, 33.8, 30.6, -0.5, 0.0018, 7, 4.7, 7456, 69, 28.36, 9, 20.9, 43, 23.6, 79, 38.6, 112, 24.1, 146, 21.8, 183, 25.9, 259, 20.9 ,,,,,,
2239201,A, J, 2005-11-19,11, 1, 26.3, 30.8, -0.5, 0.0005, 8, 2.9, 7053, 108.7, 24.62, 27, 21.8, 61, 24.1, 96, 21.8, 132, 20.4, 166, 25, 202, 29.1, 235, 26.3, 269, 20.9 ,,,,
2239210,A, J, 2006-03-28,3, 1, 22.2, 31.1, -0.5, 0.0016, 7, 2, 5043, 73.5, 18.85, 37, 15.4, 73, 18.2, 106, 20.4, 140, 20.9, 177, 17.3, 253, 12.3, 304, 13.6 ,,,,,,
2239216,A, J, 2006-03-19,3, 1, 18.5, 31, -0.5, 0.0011, 7, 2.4, 4538, 84.8, 16.38, 12, 10.4, 46, 15, 82, 14.1, 115, 19.1, 149, 20, 186, 12.7, 262, 13.2 ,,,,,,
2239218,A, J, 2006-03-29,3, 1, 32.6, 30.8, -0.5, 0.0022, 8, 3.8, 6718, 62.4, 26.5, 2, 25.9, 36, 26.3, 72, 22.7, 105, 24.1, 139, 20.9, 176, 23.2, 252, 16.3, 303, 20 ,,,,
2239224,A, J, 2006-03-29,3, 1, 36.1, 31.1, -0.5, 0.0017, 7, 2.8, 8074, 71.5, 30.43, 36, 25.9, 72, 30.9, 105, 34.5, 139, 27.7, 176, 28.1, 252, 19.1, 303, 23.2 ,,,,,,
2239232,A, J, 2006-04-03,4, 1, 26.5, 30.6, -0.5, 0.0019, 7, 2.1, 5751, 67.1, 22.07, 31, 21.8, 67, 21.8, 100, 20.4, 134, 18.6, 171, 23.6, 247, 16.3, 298, 12.7 ,,,,,,
2239237,A, J, 2006-05-13,5, 1, 23.3, 31.1, -0.5, 0.0015, 7, 5.3, 5301, 73.8, 19.8, 27, 11.8, 60, 20.9, 94, 25.9, 131, 23.6, 207, 7.7, 258, 13.6, 305, 18.2 ,,,,,,
2239239,A, J, 2006-06-04,6, 1, 34.1, 29.9, -0.5, 0.0023, 7, 3.9, 7047, 61.4, 27.86, 5, 20.9, 38, 32.2, 72, 22.7, 109, 28.6, 185, 16.3, 236, 20, 283, 21.3 ,,,,,,
2239250,A, J, 2006-03-06,3, 1, 24.5, 31, -0.5, 0.0006, 7, 2, 6405, 100.4, 22.54, 25, 17.7, 59, 21.8, 95, 20, 128, 26.3, 162, 20, 199, 22.7, 275, 20.9 ,,,,,,
2239270,A, J, 2006-05-21,5, 1, 25.1, 30.2, -0.5, 0.0017, 7, 4.2, 5615, 70.1, 21.21, 19, 17.7, 52, 28.1, 86, 14.1, 123, 20.9, 199, 17.7, 250, 13.2, 297, 18.6 ,,,,,,
2239287,A, J, 2006-05-24,5, 1, 27.9, 30.2, -0.5, 0.0017, 7, 2.3, 6275, 70.6, 23.66, 16, 20.4, 49, 27.2, 83, 20, 120, 20.4, 196, 20.9, 247, 18.6, 294, 17.7 ,,,,,,
2239538,A, J, 2005-08-18,8, 1, 25.8, 30.7, -0.5, 0.0008, 9, 1.6, 6590, 92.8, 23.41, 13, 18.2, 50, 23.2, 84, 20.9, 120, 23.6, 154, 23.6, 189, 20.9, 225, 19.5, 259, 23.6, 295, 21.8 ,,
2239540,A, J, 2005-08-22,8, 1, 21.8, 30.6, -0.5, 0.002, 9, 1.8, 4653, 65.6, 18, 9, 18.2, 46, 15.9, 80, 17.7, 116, 15.9, 150, 16.3, 185, 14.1, 221, 13.2, 255, 14.5, 291, 11.8 ,,
2397983,H, H, 2005-06-22,6, 2, 45.8, 24.6, -0.8, 0.0036, 10, 4.7, 7995, 44.1, 35.97, 16, 21.8, 51, 43.6, 79, 38.1, 115, 30.9, 140, 30.9, 168, 21.8, 198, 21.8, 227, 20, 254, 18.2, 294, 12.7 
2398021,H, H, 2005-06-20,6, 3, 63.6, 34.6, 0, 0.0041, 10, 6.1, 10146, 48.5, 45.84, 18, 37.2, 53, 47.2, 81, 43.6, 117, 41.8, 142, 38.1, 170, 30.9, 200, 23.6, 229, 38.1, 256, 20, 296, 7.3 
2398033,H, H, 2005-06-27,6, 4, 53.5, 15.2, 0, 0.0033, 9, 3.7, 9904, 35.8, 45.3, 11, 39, 46, 47.2, 74, 38.1, 110, 40, 135, 32.7, 163, 29.1, 193, 29.1, 222, 20, 249, 30.9 ,,
2398168,H, X, 2005-06-17,6, 5, 49.6, 15.1, -0, 0.0023, 10, 2.4, 10462, 40.7, 43.62, 21, 43.6, 56, 40, 84, 40, 120, 40, 145, 36.3, 173, 30.9, 203, 27.2, 232, 27.2, 259, 29.1, 299, 28.1 
2398172,H, J, 2005-06-25,6, 6, 27.9, 23.7, 0, 0.0043, 9, 2.9, 4420, 39.9, 21.3, 13, 16.3, 48, 21.8, 76, 23.6, 112, 16.3, 137, 16.3, 165, 14.5, 195, 10.9, 224, 5.4, 251, 4.5 ,,
